Genus	predicted_mobility	Relaxase	PCN	Multiple_replicons	Length_chr	gc	Number_plasmids	Predicted_ptu	Logsize
Bacillus	conjugative	MOBP	2.61532271802421	Single replicons	5230027	0.325300807103834	2	PTU-Bac37	5.25950070340861
Escherichia	mobilizable	MOBP	2.60768575068689	Single replicons	5129852	48.6021805982667	1	PTU-E1	3.85454893581295
Escherichia	mobilizable	Multiple MOB	2.60508927633789	Single replicons	4745287	47.151071615264	3	PTU-E22	3.75883622474696
Escherichia	non-mobilizable	No MOB	2.6047037535454	Single replicons	5487732	48.6053835847645	1	PTU-E5	4.75944875395819
Staphylococcus	mobilizable	No MOB	2.60468243386133	Multiple replicons	2720522	0.271700465730316	1	PTU-Bac42	4.43566921192605
Klebsiella	mobilizable	Multiple MOB	2.60368659252967	Single replicons	5229590	0.497791434607259	4	PTU-E3	3.71658757767569
Enterococcus	non-mobilizable	No MOB	2.59642782898199	Single replicons	2875644	0.319587628865979	7	PTU-Lab50	3.59955559098598
Escherichia	conjugative	MOBP	2.59611919135108	Single replicons	4754030	39.7517553203052	2	PTU-E28	4.66278615431119
Klebsiella	non-mobilizable	No MOB	2.59462917572111	Single replicons	5736562	0.499139353400223	5	PTU-E15	5.04970245605215
Acinetobacter	mobilizable	MOBQ	2.59125555745138	Single replicons	3987206	0.347775594068251	2	PTU-Pse7	4.04898530257071
Klebsiella	conjugative	MOBF	2.58924639875618	Multiple replicons	5513883	0.509114583333333	7	PTU-FE	4.84914904737707
Klebsiella	mobilizable	MOBC	2.5869584978364	Single replicons	5488905	0.551538627071229	4	PTU-E4	3.96820266814285
Escherichia	conjugative	MOBF	2.58557875969134	Multiple replicons	5126687	50.6607104258232	7	PTU-FE	4.84132818009986
Enterococcus	non-mobilizable	No MOB	2.58290206753693	Single replicons	2758635	0.317766497461929	7	PTU-Lab17	3.83853427051187
Escherichia	conjugative	MOBF	2.58033919846586	Multiple replicons	5121811	51.5930341466512	8	PTU-FE	4.79929229183012
Klebsiella	conjugative	MOBF	2.57677710638635	Multiple replicons	5397394	0.528939766770087	5	PTU-FE	4.97067224268972
Escherichia	non-mobilizable	No MOB	2.57482946217178	Multiple replicons	5481485	47.5616856113113	1	PTU-E5	4.85817613798234
Klebsiella	conjugative	MOBP	2.57200982494938	Single replicons	5408158	0.530378959921848	5	PTU-L/M	4.89664194044746
Enterococcus	conjugative	MOBV	2.57199352016765	Single replicons	2637815	0.360017714330372	2	PTU-Bac45	4.58418417269684
Escherichia	non-mobilizable	No MOB	2.56634987503385	Multiple replicons	5415130	47.8866835153912	1	PTU-E5	4.97573961189648
Klebsiella	conjugative	MOBF	2.55746115413318	Multiple replicons	5197068	0.541583760426088	1	PTU-E46	4.99786672623914
Klebsiella	mobilizable	MOBC	2.55737812076737	Single replicons	5327620	0.536931201620488	4	PTU-E4	4.14060230802033
Staphylococcus	mobilizable	MOBV	2.55477323550512	Multiple replicons	2850020	0.28603582481478	1	PTU-Bac18	4.32890940487119
Klebsiella	non-mobilizable	No MOB	2.55128487974368	Multiple replicons	5446973	0.532205481841233	6	PTU-R	4.87237190908237
Klebsiella	conjugative	Multiple MOB	2.55086131269091	Multiple replicons	5228933	0.524944352549572	3	PTU-FK	5.38889123968125
Bacillus	conjugative	MOBP	2.54778045768507	Single replicons	5220564	0.330420834916213	2	PTU-Bac8	4.97664338406069
Escherichia	conjugative	MOBF	2.54767424625237	Multiple replicons	4832939	52.5207275339473	8	PTU-FE	5.00099339735721
Klebsiella	conjugative	Multiple MOB	2.54366497109122	Multiple replicons	5291799	0.516351243894127	2	PTU-FK	5.34257071052832
Staphylococcus	mobilizable	MOBV	2.54349453423759	Multiple replicons	2939465	0.29155773240229	1	PTU-Bac18	4.48025134457879
Staphylococcus	mobilizable	No MOB	2.5429912643167	Multiple replicons	2744570	0.283550410033767	1	PTU-Bac18	4.31659930209386
Enterococcus	conjugative	MOBQ	2.54287174392084	Single replicons	2917842	0.335287651154269	3	PTU-Lab13	4.58213157134813
Klebsiella	conjugative	MOBF	2.5392074030194	Single replicons	5959281	0.533201450708869	8	PTU-E42	4.8798124189827
Klebsiella	non-mobilizable	No MOB	2.53893421637517	Single replicons	5167508	0.527888299440024	1	PTU-E13	4.73470384230104
Bacillus	conjugative	MOBP	2.53354244796849	Single replicons	5219429	0.32531273723471	2	PTU-Bac37	5.25955087730347
Klebsiella	non-mobilizable	No MOB	2.52990792723629	Single replicons	5215652	0.453310010764263	6	PTU-E71	3.87110570098558
Enterococcus	conjugative	MOBP	2.52839012308925	Single replicons	2888311	0.360027004436443	7	PTU-Lab18	4.7938741633263
Escherichia	conjugative	MOBP	2.52788810769017	Single replicons	4848135	48.8415117610783	4	PTU-I1	4.83318537405826
Bacillus	conjugative	MOBP	2.52783440015703	Single replicons	5229640	0.325300807103834	2	PTU-Bac37	5.25950070340861
Staphylococcus	mobilizable	No MOB	2.5245274955666	Multiple replicons	2807295	0.277968087983413	1	PTU-Bac42	4.34607900865294
Escherichia	conjugative	MOBF	2.51697871191162	Multiple replicons	5255588	52.2261009014555	1	PTU-FE	5.09155089578995
Enterococcus	non-mobilizable	No MOB	2.51533989699187	Multiple replicons	2874289	0.350866393068855	6	PTU-Lab15	4.6420686273415
Escherichia	mobilizable	MOBQ	2.513530985455	Single replicons	4656047	49.0457387298453	11	PTU-E7	3.78376069574392
Escherichia	non-mobilizable	No MOB	2.51308427163018	Multiple replicons	5386522	47.9275429437521	1	PTU-E5	4.97776017591595
Escherichia	non-mobilizable	No MOB	2.51142295157056	Single replicons	4656047	57.5185820468839	11	PTU-E11	3.24278980947868
Bacillus	conjugative	MOBP	2.50733695895672	Single replicons	5227467	0.330429922704601	2	PTU-Bac8	4.97695033025124
Staphylococcus	mobilizable	MOBV	2.50524246148777	Multiple replicons	2849402	0.287075494747129	2	PTU-Bac18	4.31101174898129
Klebsiella	conjugative	MOBF	2.50521522012401	Single replicons	5345997	0.540323354442525	5	PTU-E42	4.92104105582269
Salmonella	conjugative	MOBF	2.50067459847986	Single replicons	4674190	0.487038722367378	2	PTU-N3	4.5322828945388
Escherichia	conjugative	MOBP	2.49958380051631	Single replicons	4913259	41.1643182540523	4	PTU-X4	4.57698597741773
Bacillus	conjugative	MOBP	2.49649533120051	Single replicons	5229955	0.325263684931582	2	PTU-Bac37	5.25947680904022
Bacillus	conjugative	MOBP	2.49526008652046	Single replicons	5203814	0.325263684931582	2	PTU-Bac37	5.25947680904022
Klebsiella	mobilizable	No MOB	2.49286435467233	Single replicons	5208900	0.519784817692768	4	PTU-E56	4.82555593229036
Klebsiella	mobilizable	MOBC	2.49203394599366	Single replicons	5329577	0.537034320915224	4	PTU-E4	4.13468699255685
Escherichia	non-mobilizable	No MOB	2.48747067170109	Multiple replicons	5531748	47.9827013895434	1	PTU-E5	4.97999882397374
Escherichia	non-mobilizable	No MOB	2.4868393564409	Multiple replicons	5472415	47.8107260957141	2	PTU-E5	4.96773045387758
Escherichia	conjugative	MOBF	2.48653264336494	Single replicons	4991700	48.8442184010118	5	PTU-N3	4.57008739231403
Salmonella	conjugative	MOBP	2.48434020673231	Single replicons	4751227	0.411783431042258	1	PTU-X1	4.57630678958809
Staphylococcus	mobilizable	MOBV	2.48206223922148	Multiple replicons	2841210	0.283881276327894	1	PTU-Bac18	4.31498314503912
Bacillus	conjugative	MOBP	2.48168930190615	Single replicons	5213322	0.330500870850266	2	PTU-Bac8	4.97651045945345
Escherichia	conjugative	MOBP	2.48163944256726	Single replicons	4977654	49.9680748079339	4	PTU-I1	4.68619817945534
Escherichia	conjugative	Multiple MOB	2.48077721637806	Multiple replicons	4865648	52.0565735524208	2	PTU-FE	5.20871270570194
Enterobacter	conjugative	MOBF	2.47972867066929	Single replicons	4621385	52.1725309439135	3	PTU-N1	4.70185281644159
Escherichia	non-mobilizable	No MOB	2.47572674556187	Multiple replicons	5638999	47.8516640665627	1	PTU-E5	4.96522052161407
Escherichia	mobilizable	Multiple MOB	2.47461426861218	Multiple replicons	4911496	49.5892081943099	3	PTU-E4	4.74621371046009
Klebsiella	mobilizable	No MOB	2.47303663411906	Single replicons	5327855	0.532617725503913	3	PTU-E56	4.66031514955745
Klebsiella	conjugative	MOBF	2.4718457629632	Multiple replicons	5509899	0.509114583333333	7	PTU-FE	4.84914904737707
Klebsiella	conjugative	MOBP	2.47014776593739	Single replicons	5314618	0.512226957492648	6	PTU-L/M	4.80338199532649
Klebsiella	conjugative	Multiple MOB	2.46911470868331	Single replicons	5242098	0.537564803941225	7	PTU-E42	4.84401716408478
Klebsiella	conjugative	MOBF	2.46864170507854	Multiple replicons	6155924	0.541770920825781	5	PTU-FV	5.05348180408029
Escherichia	conjugative	MOBF	2.46676921929627	Single replicons	4919904	51.2522101707439	5	PTU-N1	4.57855898985851
Escherichia	non-mobilizable	No MOB	2.4637526268484	Multiple replicons	5467198	47.6001424055754	3	PTU-E5	4.96704693828516
Enterococcus	non-mobilizable	No MOB	2.46207057644183	Single replicons	2928268	0.352969096086911	1	PTU-Lab13	4.2778841422402
Klebsiella	conjugative	Multiple MOB	2.45951350925887	Single replicons	5319154	0.533312769895126	5	PTU-E42	4.8910242522241
Klebsiella	conjugative	MOBP	2.45938848631405	Single replicons	5513883	0.514252125986656	7	PTU-L/M	4.81623466949106
Escherichia	conjugative	MOBF	2.45862947984122	Single replicons	5026962	52.1086765352484	2	PTU-N1	4.73706535827185
Klebsiella	mobilizable	MOBC	2.45670678559188	Single replicons	5483867	0.555889724310777	5	PTU-E4	4.07809415040641
Escherichia	conjugative	MOBP	2.45278279994201	Single replicons	4800279	52.7642121519038	10	PTU-B/O/K/Z	4.99878662494911
Enterococcus	non-mobilizable	No MOB	2.45257161662096	Single replicons	2891429	0.349709363400798	8	PTU-Lab15	4.75675778492435
Escherichia	conjugative	Multiple MOB	2.45250841884831	Single replicons	5598953	42.2647064168499	2	PTU-I2	4.74057583628997
Staphylococcus	mobilizable	MOBV	2.45178117804418	Multiple replicons	2845025	0.285988933695958	1	PTU-Bac18	4.32890940487119
Escherichia	conjugative	MOBP	2.44663603008001	Single replicons	5218913	51.7594066447658	6	PTU-L/M	4.77124931971571
Bacillus	conjugative	MOBP	2.44385460918836	Single replicons	5207027	0.325349532031495	2	PTU-Bac37	5.25945769259893
Enterococcus	non-mobilizable	No MOB	2.44276964628581	Multiple replicons	2875644	0.352529098226912	7	PTU-Lab15	4.66242726445273
Escherichia	non-mobilizable	No MOB	2.44212381193176	Multiple replicons	5530739	47.7664264974729	2	PTU-E5	4.96843624771171
Escherichia	conjugative	MOBF	2.44078565097113	Single replicons	4980977	51.2540696973351	2	PTU-N1	4.69686291576597
Enterococcus	non-mobilizable	No MOB	2.43979760386191	Single replicons	2856012	0.368598829844985	6	PTU-Lab15	4.52058832721121
Klebsiella	non-mobilizable	No MOB	2.43970671517509	Single replicons	5367215	0.53176237041394	7	PTU-E13	4.735630831942
Klebsiella	non-mobilizable	No MOB	2.43904489610094	Single replicons	5594007	0.540193096151303	3	PTU-E59	4.87857923806222
Staphylococcus	mobilizable	MOBV	2.43653289035155	Multiple replicons	2737087	0.283425041027126	1	PTU-Bac18	4.3163478287331
Enterococcus	non-mobilizable	No MOB	2.43651813169159	Single replicons	2861768	0.353341950182925	7	PTU-Lab15	4.65941224022172
Enterococcus	non-mobilizable	No MOB	2.43418504000932	Single replicons	2875677	0.355119485054596	8	PTU-Lab15	4.58402575365531
Enterococcus	conjugative	MOBP	2.4328103579163	Single replicons	2990066	0.36029513937137	5	PTU-Lab18	4.85712736448818
Acinetobacter	conjugative	MOBF	2.43031791533932	Single replicons	4015142	0.335674354580442	2	PTU-Pse5	4.85244339424513
Escherichia	mobilizable	MOBP	2.42939205795622	Multiple replicons	5409095	47.7300021445421	1	PTU-E69	4.96969541111847
Klebsiella	conjugative	Multiple MOB	2.4278329512634	Single replicons	6041083	0.544374056422249	9	PTU-E42	4.82970249726528
Enterococcus	non-mobilizable	No MOB	2.42126010955784	Multiple replicons	2829571	0.3568656440584	7	PTU-Lab15	4.57837557394684
Escherichia	conjugative	MOBP	2.41800974181919	Single replicons	4825997	51.2955294515338	3	PTU-B/O/K/Z	4.77206486885177
Escherichia	conjugative	MOBP	2.41594247554161	Single replicons	5198889	42.3778036654799	3	PTU-I2	4.78495233316176
Escherichia	conjugative	MOBF	2.41304889357493	Single replicons	4918768	48.5987518779614	3	PTU-N3	4.539226695043
Enterococcus	mobilizable	Multiple MOB	2.41044596804232	Multiple replicons	2663981	0.354337975014807	1	PTU-Bac45	4.86095456638229
Escherichia	non-mobilizable	No MOB	2.40861061239541	Multiple replicons	5424430	47.7654582815951	2	PTU-E5	4.9590557094856
Klebsiella	non-mobilizable	No MOB	2.40854207069269	Single replicons	5511203	0.527823088900423	7	PTU-E13	4.73197534883238
Staphylococcus	conjugative	MOBP	2.40794635084429	Multiple replicons	2864344	0.295293065604422	2	PTU-Bac17	4.78891042283465
Escherichia	conjugative	MOBF	2.40574257769319	Multiple replicons	5485363	49.704654577854	1	PTU-E5	5.08355278296238
Acinetobacter	non-mobilizable	No MOB	2.40512182410221	Single replicons	3891293	0.343717787195052	2	PTU-Pse7	3.9410639882199
Klebsiella	mobilizable	No MOB	2.40479286377494	Single replicons	5317588	0.53947467828452	11	PTU-E56	4.59888895027339
Acinetobacter	non-mobilizable	No MOB	2.404066532741	Single replicons	3962360	0.343717787195052	2	PTU-Pse7	3.9410639882199
Escherichia	conjugative	MOBF	2.40379935862455	Single replicons	4858831	51.0690765615481	6	PTU-FE	4.83845867968749
Klebsiella	non-mobilizable	No MOB	2.40220424939128	Single replicons	5342507	0.495099825294057	8	PTU-E15	5.02953392832263
Escherichia	mobilizable	Multiple MOB	2.40131142911435	Multiple replicons	5277316	47.1573012890077	4	PTU-E48	4.87830344445187
Escherichia	conjugative	MOBF	2.40112821840445	Single replicons	5295156	51.9063034535405	2	PTU-FE	4.84965891612969
Klebsiella	non-mobilizable	No MOB	2.40093738626327	Single replicons	5202685	0.443497870207968	3	PTU-E71	3.60108172778402
Klebsiella	conjugative	MOBF	2.40015752671721	Multiple replicons	6229565	0.541770920825781	5	PTU-FV	5.05348180408029
Escherichia	conjugative	Multiple MOB	2.39793796247127	Single replicons	5401672	52.3757177043608	5	PTU-FE	5.07283420227751
Escherichia	mobilizable	No MOB	2.39680957645229	Single replicons	4992325	43.0113187680969	6	PTU-E1	3.57966929355472
Klebsiella	conjugative	Multiple MOB	2.39600948906817	Multiple replicons	5168293	0.522352113226727	2	PTU-FK	5.10681960781516
Klebsiella	mobilizable	MOBC	2.395397690682	Single replicons	5387681	0.482726209853052	3	PTU-E8	4.63969561744405
Escherichia	conjugative	MOBF	2.39513994304123	Multiple replicons	5199107	52.1552995251121	2	PTU-FE	4.99272578767704
Acinetobacter	non-mobilizable	No MOB	2.39097451244635	Single replicons	4032492	0.343689097787458	2	PTU-Pse7	3.94066587247583
Klebsiella	mobilizable	MOBC	2.38891755205832	Single replicons	5264538	0.553550730237231	4	PTU-E4	4.41299783287005
Escherichia	mobilizable	MOBP	2.38753489440649	Single replicons	4894694	52.4688707599828	12	PTU-E3	3.66819948419866
Escherichia	conjugative	MOBP	2.38550087287728	Single replicons	5115059	50.0182471661598	7	PTU-I1	4.95628851743366
Escherichia	conjugative	MOBP	2.38443487294623	Single replicons	4840778	53.1053862010987	2	PTU-B/O/K/Z	4.93868480575536
Enterobacter	conjugative	MOBP	2.37925983106333	Single replicons	5194790	48.5057797823037	6	PTU-X3	4.750639511934
Enterococcus	non-mobilizable	No MOB	2.37647762144981	Single replicons	2856614	0.347616847616848	6	PTU-Lab15	4.4145388361968
Escherichia	conjugative	MOBP	2.37289624143288	Single replicons	4557972	43.4210257770884	5	PTU-X1	4.69016948975644
Klebsiella	conjugative	Multiple MOB	2.36862702161732	Multiple replicons	5508219	0.521416874211047	6	PTU-FK	5.06909062679381
Enterococcus	mobilizable	MOBV	2.36248479947244	Single replicons	3014632	0.354410868552174	1	PTU-Bac45	4.44555750243137
Escherichia	conjugative	MOBF	2.36179781225144	Single replicons	5100777	49.305058862191	6	PTU-FE	4.71375087373644
Klebsiella	conjugative	Multiple MOB	2.36132696368253	Single replicons	5491903	0.545854553852512	7	PTU-E59	4.91524677616656
Klebsiella	mobilizable	MOBC	2.35853343802779	Single replicons	5440107	0.537034320915224	4	PTU-E4	4.13468699255685
Escherichia	conjugative	MOBF	2.35839962167685	Single replicons	4593846	50.5083233546994	1	PTU-N1	4.62931783705387
Klebsiella	conjugative	Multiple MOB	2.35496479576959	Multiple replicons	5240044	0.533456212911347	8	PTU-E42	5.04618289074088
Staphylococcus	mobilizable	MOBV	2.35298549116068	Multiple replicons	2762887	0.293786524578893	1	PTU-Bac18	4.366833708239
Klebsiella	conjugative	MOBP	2.35207472205427	Single replicons	5171383	0.514282660803982	2	PTU-L/M	4.81623466949106
Salmonella	conjugative	MOBP	2.35060135060891	Single replicons	4878004	0.501878572745713	3	PTU-I1	4.93835958709138
Klebsiella	conjugative	MOBP	2.35045703593959	Single replicons	5341124	0.468326417704011	4	PTU-X3	4.63728954767818
Klebsiella	conjugative	Multiple MOB	2.34886018786975	Multiple replicons	5531975	0.516061413737576	6	PTU-FK	5.15857958506748
Klebsiella	mobilizable	MOBC	2.3435137129464	Single replicons	5308211	0.538074406720607	4	PTU-E4	4.71317121508063
Salmonella	conjugative	MOBF	2.34136580930857	Multiple replicons	4874787	0.531272289823598	1	PTU-FS	4.97281819290658
Enterococcus	non-mobilizable	No MOB	2.33724698963857	Multiple replicons	2877225	0.354087406106721	6	PTU-Lab15	4.61282622484639
Klebsiella	conjugative	MOBF	2.33590137179814	Single replicons	5444981	0.523254194806099	4	PTU-N1	4.45827515613918
Staphylococcus	mobilizable	MOBV	2.33589703659336	Multiple replicons	2743526	0.286728319948081	1	PTU-Bac18	4.39188739164552
Klebsiella	conjugative	MOBF	2.33545433221743	Multiple replicons	5446973	0.548566167510628	6	PTU-E46	5.04448880227419
Klebsiella	non-mobilizable	No MOB	2.33376641687502	Single replicons	5228900	0.531147723891699	5	PTU-E13	4.7305884951254
Escherichia	conjugative	Multiple MOB	2.33130897448694	Multiple replicons	4810234	52.0693755960861	4	PTU-FE	4.92905601049665
Enterococcus	conjugative	MOBP	2.32929440083356	Single replicons	3019093	0.360290132977615	6	PTU-Lab18	4.85713339916379
Escherichia	conjugative	Multiple MOB	2.32827666256295	Single replicons	4965339	50.6891271056662	5	PTU-I1	4.75443243389369
Escherichia	conjugative	MOBF	2.32763311226039	Multiple replicons	4897043	51.2886407094602	5	PTU-FE	5.36093972658512
Escherichia	conjugative	MOBP	2.32338246836017	Multiple replicons	5040503	49.6104341045891	2	PTU-B/O/K/Z	5.22863387036982
Staphylococcus	mobilizable	No MOB	2.32106813519188	Multiple replicons	2863885	0.305307934159423	3	PTU-Bac17	4.43192637391164
Staphylococcus	mobilizable	MOBV	2.32009616370409	Multiple replicons	2850449	0.28603582481478	3	PTU-Bac18	4.32890940487119
Escherichia	conjugative	MOBP	2.31874205088848	Single replicons	4739049	50.9317970569017	1	PTU-I1	5.0360736974995
Escherichia	non-mobilizable	No MOB	2.31752264826773	Multiple replicons	5478773	47.7630860015299	1	PTU-E5	4.96146855535079
Klebsiella	non-mobilizable	No MOB	2.31416836309973	Single replicons	5616605	0.536493908605747	5	PTU-FK	4.80801505720157
Escherichia	mobilizable	No MOB	2.31388914490996	Single replicons	5080830	51.8685567010309	3	PTU-E9	3.19089171692217
Klebsiella	conjugative	Multiple MOB	2.31340484416771	Multiple replicons	5283055	0.526538779497971	4	PTU-FK	5.02713750610197
Staphylococcus	mobilizable	No MOB	2.31183982886516	Single replicons	2793873	0.278986447894491	3	PTU-Bac16	4.28463373316459
Klebsiella	conjugative	MOBP	2.3116441236576	Single replicons	5462735	0.490839084094418	4	PTU-X3	4.73046733836502
Enterococcus	mobilizable	MOBP	2.31126014222534	Single replicons	2921433	0.355256763324154	12	PTU-Lab17	3.79049627696711
Klebsiella	conjugative	MOBP	2.30978758811782	Single replicons	5424949	0.539238679415479	6	PTU-L/M	4.94786486124839
Staphylococcus	mobilizable	No MOB	2.30835409537179	Multiple replicons	2792814	0.283628599457557	1	PTU-Bac18	4.2387735017207
Klebsiella	conjugative	Multiple MOB	2.30700966127791	Multiple replicons	5531975	0.523538379172981	6	PTU-FK	5.3432234129176
Escherichia	mobilizable	No MOB	2.30117672069579	Multiple replicons	4828093	49.0775223256698	6	PTU-FE	5.02226336568126
Escherichia	conjugative	MOBF	2.30011555914282	Multiple replicons	5278133	50.4944954686455	11	PTU-FE	4.91489823367594
Escherichia	conjugative	MOBF	2.29983254885025	Single replicons	4793007	48.6225815766676	2	PTU-N3	4.53945249154946
Klebsiella	mobilizable	No MOB	2.29651118102408	Single replicons	5396164	0.555789547576428	3	PTU-E56	4.93182894744318
Klebsiella	conjugative	MOBP	2.29422074649532	Single replicons	6217725	0.521245102307357	5	PTU-L/M	4.83828224991469
Escherichia	conjugative	Multiple MOB	2.29414341801915	Multiple replicons	4793007	51.8665938027618	2	PTU-FE	5.08850109716042
Staphylococcus	mobilizable	No MOB	2.29046278328444	Multiple replicons	2923504	0.305452933353037	1	PTU-Bac17	4.43245616781143
Pseudomonas	conjugative	Multiple MOB	2.2898523127022	Single replicons	6425381	0.560031575133289	1	PTU-Pse12	4.88804463381521
Enterobacter	non-mobilizable	No MOB	2.28504918247663	Multiple replicons	4939784	52.1225548718891	2	PTU-E60	4.94007798479885
Klebsiella	mobilizable	No MOB	2.28500010707311	Multiple replicons	5296999	0.506810677710001	6	PTU-R	4.95107025316881
Klebsiella	mobilizable	No MOB	2.28353688380482	Multiple replicons	5297128	0.506810677710001	6	PTU-R	4.95107025316881
Klebsiella	mobilizable	MOBC	2.28263128127612	Single replicons	5345798	0.550596421471173	4	PTU-E4	4.00259798071991
Escherichia	conjugative	MOBP	2.28064308411408	Single replicons	4812358	46.6541019475315	3	PTU-X3	4.66427520850508
Escherichia	conjugative	MOBP	2.27683584228882	Single replicons	4868848	49.5642148950888	4	PTU-I1	4.93821941781274
Enterobacter	mobilizable	MOBC	2.27613012560368	Single replicons	4878509	44.2814638500446	4	PTU-E8	4.52646851246948
Escherichia	mobilizable	No MOB	2.27484989490949	Single replicons	5312637	48.8987050707975	3	PTU-E41	4.82022773974839
Escherichia	conjugative	MOBF	2.27412813686447	Multiple replicons	4686461	52.5186992611511	7	PTU-FE	4.9430194011005
Salmonella	mobilizable	No MOB	2.26495398649788	Single replicons	4813284	0.510595761695322	2	PTU-E54	4.43950637688873
Salmonella	conjugative	MOBF	2.26362928881059	Multiple replicons	4894501	0.53116159360177	2	PTU-FS	4.9732479609955
Escherichia	mobilizable	Multiple MOB	2.26198711596165	Multiple replicons	4869560	50.235312830397	7	PTU-FE	5.02889238172846
Klebsiella	mobilizable	No MOB	2.26075411537063	Multiple replicons	5293333	0.506810677710001	6	PTU-R	4.95107025316881
Escherichia	conjugative	MOBF	2.25971771894015	Multiple replicons	4947532	51.7241035061097	3	PTU-FE	5.00072900253878
Salmonella	conjugative	MOBP	2.25770898528608	Single replicons	4603878	0.496707474890917	1	PTU-I1	4.94110875341172
Staphylococcus	mobilizable	MOBV	2.25478871660256	Multiple replicons	2862025	0.283995251456939	1	PTU-Bac18	4.26792229153112
Enterobacter	non-mobilizable	No MOB	2.2545420423746	Single replicons	5176447	49.0138290637044	8	PTU-E73	4.34350706211443
Escherichia	non-mobilizable	No MOB	2.25453628838498	Multiple replicons	5284425	52.7880291382137	2	PTU-FE	5.05719809157005
Escherichia	conjugative	MOBP	2.25371234131655	Single replicons	4717304	53.4117701805547	3	PTU-B/O/K/Z	5.11037419290414
Escherichia	conjugative	MOBF	2.25323559665526	Multiple replicons	5155820	51.6241500623156	3	PTU-FE	4.80200019783166
Salmonella	conjugative	MOBF	2.25296422242825	Multiple replicons	4865665	0.531081872902573	2	PTU-FS	4.97250368448732
Staphylococcus	mobilizable	No MOB	2.25261921351673	Multiple replicons	2732027	0.286872276721599	1	PTU-Bac22	4.61364100671677
Bacillus	conjugative	MOBP	2.2523284462923	Single replicons	5219278	0.330562646357672	2	PTU-Bac8	4.97681749957226
Salmonella	conjugative	MOBP	2.25207769386626	Single replicons	4751746	0.498974737118557	3	PTU-I1	4.99563080776245
Escherichia	conjugative	Multiple MOB	2.25003897055007	Multiple replicons	4947167	50.848185353208	2	PTU-FE	5.09145591305509
Escherichia	conjugative	Multiple MOB	2.2479451913866	Multiple replicons	4876119	53.0700614174764	2	PTU-FE	5.09022982816482
Escherichia	conjugative	MOBP	2.24744537521332	Multiple replicons	4751019	46.6497692857607	4	PTU-X3	4.66427520850508
Escherichia	mobilizable	MOBP	2.24660098316283	Single replicons	5302257	47.187903374516	7	PTU-E1	3.73423960443545
Escherichia	conjugative	MOBF	2.2454665178777	Multiple replicons	4965339	52.3950986783619	5	PTU-FE	5.13028229350598
Klebsiella	mobilizable	MOBC	2.2450926339465	Single replicons	5394056	0.535373608903021	3	PTU-E4	4.17886188715687
Salmonella	non-mobilizable	No MOB	2.23601018051784	Single replicons	4930420	0.483804114215536	3	PTU-E73	4.41590774555682
Klebsiella	conjugative	MOBF	2.23055055538575	Single replicons	5337491	0.541969910737983	2	PTU-E42	4.85483416279854
Klebsiella	conjugative	Multiple MOB	2.22801837373331	Single replicons	5943444	0.535991252176165	9	PTU-E42	4.84200355070992
Bacillus	conjugative	MOBP	2.22772678859933	Single replicons	5229640	0.330517323208353	2	PTU-Bac8	4.97687704938344
Klebsiella	mobilizable	No MOB	2.22699836076051	Single replicons	5472771	0.510652033570045	8	PTU-E9	3.19005141775921
Klebsiella	conjugative	MOBF	2.22576660951265	Single replicons	5472883	0.545017955263272	8	PTU-E42	4.84097757401473
Enterobacter	mobilizable	MOBC	2.22552994670187	Single replicons	4876110	48.2167936822232	2	PTU-E8	4.63781982794497
Klebsiella	conjugative	Multiple MOB	2.22249759659066	Multiple replicons	5425828	0.539172842959027	3	PTU-FK	5.0584867606968
Klebsiella	mobilizable	No MOB	2.22201767606106	Multiple replicons	5297108	0.506810677710001	6	PTU-R	4.95107025316881
Acinetobacter	non-mobilizable	No MOB	2.22147694693634	Single replicons	3944323	0.34371415462262	2	PTU-Pse7	4.24144686034565
Staphylococcus	mobilizable	No MOB	2.22000246507414	Multiple replicons	2768425	0.283459559461178	1	PTU-Bac18	4.23797078541634
Enterococcus	non-mobilizable	No MOB	2.21892773427621	Single replicons	2883542	0.356109418931584	5	PTU-Lab15	4.53331439774438
Klebsiella	conjugative	MOBP	2.21881353823991	Single replicons	5290279	0.512226957492648	2	PTU-L/M	4.80338199532649
Bacillus	conjugative	MOBP	2.21586314022979	Single replicons	5229839	0.325302729378366	2	PTU-Bac37	5.25950548212453
Klebsiella	conjugative	Multiple MOB	2.21565681575965	Multiple replicons	5478620	0.527465357839249	4	PTU-FK	5.12994433741047
Klebsiella	mobilizable	No MOB	2.214195771298	Single replicons	5442514	0.532995043108511	5	PTU-E56	4.62907304342693
Enterobacter	mobilizable	MOBP	2.2114735690692	Single replicons	5018145	52.3672293124743	5	PTU-E3	3.68645751046911
Salmonella	conjugative	MOBP	2.2113704741891	Single replicons	4751462	0.498969676155074	3	PTU-I1	4.99562642088303
Bacillus	conjugative	MOBP	2.21015097940336	Single replicons	5228599	0.330735939852791	2	PTU-Bac8	4.9775727188923
Klebsiella	conjugative	MOBP	2.20806233957491	Single replicons	5509899	0.514101506401442	7	PTU-L/M	4.81593619213728
Escherichia	conjugative	MOBP	2.20795446032748	Single replicons	5705580	39.6888524973681	6	PTU-E28	4.53397530840921
Klebsiella	conjugative	Multiple MOB	2.20712125981387	Multiple replicons	5322270	0.539251489365447	3	PTU-FK	5.05552740336494
